OTU ID	GMT-CLC	GMT-CLC-SUB	GMT-GLC	GMT-GLC-SUB	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU190	16	0	0	0	GS|97.2|MF555554|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU193	6	10	0	0	US|0.9077|KF222082|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU202	16	0	0	0	US|0.8929|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Peltigerales	-	-	-	-	-	-	-	Unassigned	-
OTU205	0	9	1	6	US|0.8884|None;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU424	0	0	0	16	GS|98.4|MG433354|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU156	15	0	0	0	US|0.9479|LT611751|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU216	0	0	0	15	US|0.9424|None;k:Stramenopila,p:Ochrophyta,c:Bacillariophyceae,o:Lithodesmiales	-	-	-	-	-	-	-	Unassigned	-
OTU224	5	2	3	5	SS|1.0000|MF971149|SH1186339.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU249	0	15	0	0	US|0.9770|MG434128|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU250	7	6	1	1	GS|100.0|EU490004|SH1245238.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	-	-	-	-	-	-	-	Unassigned	-
OTU297	15	0	0	0	SS|0.9900|JX390289|NA;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU304	15	0	0	0	US|0.9127|None;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU159	0	14	0	0	US|0.8846|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU160	0	13	0	1	GSL|100.0|MG572461|SH1546323.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU172	14	0	0	0	GS|97.8|KT215252|SH1187386.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU182	9	0	5	0	GSL|100.0|EF644112|SH1510510.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Peziza,s:Peziza badia	Peziza	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Possible	Pezizoid	NULL	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte)
OTU320	0	14	0	0	SS|0.9800|EU480007|SH1189886.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Probable	Agaricoid-Gasteroid-Secotioid	NULL	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU164	14	0	0	0	US|0.9970|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU166	0	0	11	3	GS|99.3|LT610036|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU206	0	5	0	9	US|0.9611|None;k:Viridiplantae,p:Chlorophyta	-	-	-	-	-	-	-	Unassigned	-
OTU228	0	0	6	8	US|0.9127|None;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU240	1	7	6	0	SS|0.9400|GQ525142|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU255	9	0	4	1	SS|0.9200|KY173423|SH1174033.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU163	12	0	0	1	GS|100.0|JQ585675|SH1526407.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia pallescens	Curvularia	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU168	13	0	0	0	GS|97.4|LC205008|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
OTU208	0	0	0	13	GSL|99.5|KT809092|NA;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium chernovii	Filobasidium	13	Saprotroph	Undefined Saprotroph	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
OTU218	2	3	0	8	GS|100.0|JN201892|SH1506197.08FU;k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales,f:Basidiobolaceae,g:Basidiobolus,s:Basidiobolus ranarum	Basidiobolaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU238	1	3	1	8	GSL|100.0|KY942143|SH1529985.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU171	0	13	0	0	US|0.9077|KC990378|SH1215196.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU186	0	3	0	10	GS|99.5|JX387156|NA;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU189	0	13	0	0	GS|99.6|KF752707|SH1578604.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	-	-	-	-	-	-	-	Unassigned	-
OTU226	9	0	0	4	GSL|100.0|FJ183436|SH1557455.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU311	9	2	1	1	US|0.9688|JX031377|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU195	12	0	0	0	GS|98.4|AJ244271|SH1517394.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium,s:Coniosporium apollinis	Coniosporium	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	 The genus comprises environmental fungi forming black spots or patches on plant leaves, bamboo surface, rotten wood, and recently particularly on rock surfaces-Species are repeatedly isolated from human skin and nails and eventually causing mild cutaneous infections (Li et al. 2008)	Li DM, et al. 2008. Studies in Mycology 61:131-136
OTU213	0	12	0	0	GS|100.0|KU728498|SH1515065.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Dothiora	Dothiora	13	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU214	7	0	5	0	GS|100.0|KY654930|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Elaphomycetaceae,g:Elaphomyces,s:Elaphomyces muricatus	Elaphomyces	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU227	7	5	0	0	GS|98.7|MG250451|SH1234492.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
OTU230	12	0	0	0	GS|97.7|GU228965|SH1237750.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Placidium,s:Placidium lacinulatum var erythrostratum	Placidium	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU265	11	1	0	0	GS|99.0|HE863327|SH1645098.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta,s:Coniochaeta polymorpha	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
OTU201	10	0	0	2	US|0.9442|JX984791|SH1147926.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU210	12	0	0	0	US|0.9602|KF222266|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU215	12	0	0	0	US|0.9077|MF976780|SH1186441.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales	-	-	-	-	-	-	-	Unassigned	-
OTU217	11	0	0	1	US|0.9770|JX032002|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU225	12	0	0	0	SS|1.0000|JX361560|NA;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	-	-	-	-	-	-	-	Unassigned	-
OTU253	0	7	5	0	US|0.9770|HG798544|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU352	4	8	0	0	SS|1.0000|JX361560|NA;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	-	-	-	-	-	-	-	Unassigned	-
OTU394	10	1	1	0	US|0.9079|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	-	-	-	-	-	-	-	Unassigned	-
OTU209	0	11	0	0	SS|1.0000|KF221979|NA;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces,s:Phaeococcomyces mexicanus	Phaeococcomyces	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU237	0	0	0	11	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU241	0	0	0	11	GS|98.3|DQ420778|SH1578230.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Arnium	Arnium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	Highly Probable	NULL	NULL	NULL	Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688
OTU313	11	0	0	0	US|0.8929|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU369	7	0	4	0	GS|100.0|KT013227|SH1547057.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Allophoma,s:Allophoma labilis	Allophoma	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Isolated from leaf spots (Chen et al. 2015)	Chen Q, et al. 2015. Studies in Mycology 82:137-217
OTU212	0	11	0	0	US|0.9079|None;k:Metazoa,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	-	-	-	-	-	-	-	Unassigned	-
OTU222	10	1	0	0	GSL|100.0|JN942257|SH1649270.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma aeria	-	-	-	-	-	-	-	Unassigned	-
OTU229	11	0	0	0	GS|97.0|EF159363|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU231	8	0	3	0	SS|0.8600|EU517007|SH1238391.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU235	0	11	0	0	US|0.9208|None;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	-	-	-	-	-	-	-	Unassigned	-
OTU261	1	1	0	9	US|0.9662|MH240593|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU283	11	0	0	0	US|0.9922|KF028767|NA;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU286	4	1	3	3	US|0.9194|None;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU332	0	0	1	10	SS|0.9900|MF966081|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU385	11	0	0	0	SS|1.0000|EU480325|SH1643290.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU403	5	1	1	4	US|0.8867|JX984791|SH1147926.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU177	0	0	10	0	GS|99.5|KX287276|SH1577456.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Apseudocercosporella	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU204	1	7	0	2	GS|99.3|JX031253|NA;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces,s:Phaeococcomyces mexicanus	Phaeococcomyces	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU243	10	0	0	0	GS|100.0|KT804088|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Fimetariella,s:Fimetariella rabenhorstii	Fimetariella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU267	10	0	0	0	GS|100.0|EF159550|SH1547061.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Verrucoconiothyrium,s:Verrucoconiothyrium prosopidis	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
OTU284	0	10	0	0	US|0.9736|KC485515|NA;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU244	0	0	10	0	SS|0.9800|EF373564|SH1529636.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU281	10	0	0	0	GS|98.6|GU721965|SH1151416.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU294	0	0	0	10	US|0.9077|FJ780038|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidales	-	-	-	-	-	-	-	Unassigned	-
OTU356	0	4	0	6	US|0.9194|MH240464|NA;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU203	8	1	0	0	US|0.8821|KF192054|SH1155980.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU239	0	7	0	2	GS|97.3|KR935591|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	Lasiosphaeriaceae	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU260	3	5	0	1	GS|99.6|GU187867|SH1557304.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU289	0	1	0	8	GS|97.8|LT610595|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae	Corticiaceae	9	Pathotroph-Saprotroph	Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Corticioid-Microfungus	NULL	Saprobes or pathogens on a wide range of mainly woody substrata; a few species are lichenicolous and some are grass pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU386	2	1	2	4	GS|100.0|KU945858|SH1511537.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Westerdykella	Westerdykella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
OTU506	8	0	1	0	GSL|100.0|FN565161|SH1575550.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora	Acarospora	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU184	9	0	0	0	US|0.9079|None;k:Metazoa,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	-	-	-	-	-	-	-	Unassigned	-
OTU242	0	0	9	0	US|0.8846|MG272257|SH1243628.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Trapeliales	-	-	-	-	-	-	-	Unassigned	-
OTU247	9	0	0	0	GS|97.3|GQ510484|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU248	0	9	0	0	US|0.9505|None;k:Metazoa,p:Arthropoda,c:Copepoda,o:Siphonostomatoida	-	-	-	-	-	-	-	Unassigned	-
OTU257	9	0	0	0	US|0.8846|JX346502|NA;k:Stramenopila,p:Ochrophyta,c:Eustigmatophyceae,o:Eustigmatales	-	-	-	-	-	-	-	Unassigned	-
OTU259	9	0	0	0	US|0.9424|None;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU263	9	0	0	0	US|0.9576|JX388650|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU268	9	0	0	0	US|0.9966|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU275	9	0	0	0	SS|1.0000|EU480324|SH1643290.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU276	1	8	0	0	GSL|100.0|KP739881|SH1547057.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU288	3	4	2	0	US|0.9239|FJ759896|NA;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales	-	-	-	-	-	-	-	Unassigned	-
OTU291	0	0	0	9	US|0.9284|FJ237236|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU330	1	3	0	5	SS|0.9600|GQ999263|SH1184194.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU388	2	7	0	0	SS|0.9700|GQ999263|SH1184194.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU412	2	7	0	0	GS|98.4|KC965669|SH1154625.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU419	4	1	2	2	US|0.8846|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales	-	-	-	-	-	-	-	Unassigned	-
OTU465	0	9	0	0	US|0.8991|KF222082|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU254	0	8	0	0	GSL|100.0|MH063783|SH1518371.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Acrostalagmus,s:Acrostalagmus luteoalbus	Acrostalagmus luteoalbus	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Malvaceae	Costa IPMW, et al. 2012. Mycotaxon 119:26
OTU271	0	0	0	8	GS|100.0|KT269323|SH1640857.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Rutstroemiaceae	Rutstroemiaceae	9	Saprotroph	Plant Saprotroph	Probable	Microfungus	NULL	Essentially saprobic on various plant parts, especially seeds and fruits, though initial infection may take place in living tissue (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU274	0	8	0	0	SS|0.9000|MG434316|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU354	8	0	0	0	GS|97.3|DQ420819|SH1556694.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Biappendiculispora	Biappendiculispora	13	Saprotroph	Plant Saprotroph	Highly Probable	Microfungus	NULL	Isolated from dead herbaceous stems or culms of Poaceae (Thambugala et al. 2015)	Thambugala KM, et al. 2015. Fungal Diversity 74:199-266
OTU366	8	0	0	0	GS|99.6|EU480247|SH1569319.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	Iodophanus	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
